No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
8969	2.29E+01	3.33E+00	1.25E+00	1.60E+00	8.21E+00	1.95E+00	1.09E+00	6.43E-01	2.28E+00	8.92E-01	1.20E+00	1.83E+00	-3.31E-02
8970	5.14E+01	5.29E+00	1.48E+00	4.17E+00	1.99E+01	1.51E+00	1.86E+00	1.43E+00	5.76E+00	9.98E-01	1.96E-01	2.10E+00	-2.44E-01
8971	3.52E+01	2.37E+00	9.53E-01	2.38E+00	6.93E+01	1.70E+00	8.38E-01	1.42E+00	3.13E+00	1.15E+00	4.18E-01	2.89E+00	-6.23E-01
8972	8.52E+01	3.58E+00	1.19E+00	8.26E-01	7.26E+01	4.53E-01	1.06E+00	7.39E-01	9.55E+00	9.12E-01	2.50E-01	1.17E+00	-3.71E-01
8973	3.42E+00	4.42E+00	8.78E-01	3.23E+00	1.07E+01	2.13E-01	2.96E+00	9.59E-01	4.28E+00	8.30E-01	1.48E+00	8.96E-01	-4.06E-01
8974	9.23E+01	9.82E-01	8.50E-01	1.53E+00	3.31E-01	4.27E-01	2.06E+00	1.36E+00	7.03E+00	8.60E-01	1.56E+00	3.17E+00	-2.33E-01
8975	3.68E+01	1.80E+00	1.28E+00	1.95E+00	5.24E+01	1.45E+00	1.58E+00	1.06E+00	3.40E+00	1.02E+00	4.14E-01	3.27E+00	-5.66E-01
8976	2.76E+01	5.51E-01	1.20E+00	4.28E+00	7.95E+01	1.70E+00	1.45E+00	1.06E+00	8.00E+00	1.19E+00	2.13E-01	6.74E-01	-4.89E-01
8977	4.31E+01	6.45E+00	1.34E+00	1.09E+00	4.77E+00	1.39E+00	1.86E+00	9.16E-01	9.36E+00	8.89E-01	1.27E+00	3.41E+00	-1.05E-01
8978	9.42E+01	1.58E+00	8.37E-01	1.74E+00	7.65E+01	3.82E-01	2.39E+00	9.15E-01	2.42E+00	1.05E+00	8.97E-01	2.70E+00	-5.94E-01
8979	6.60E+01	1.96E-01	8.61E-01	3.18E+00	2.39E+01	1.59E+00	1.88E-01	6.81E-01	1.36E-01	8.29E-01	8.51E-01	5.67E+00	3.27E-02
8980	2.56E+01	1.29E+00	9.49E-01	2.71E+00	7.86E+01	1.35E+00	2.84E+00	6.77E-01	3.52E+00	9.05E-01	8.78E-01	1.84E+00	-2.35E-01
8981	9.56E+01	4.89E+00	1.21E+00	2.96E+00	6.48E+01	9.02E-02	6.16E-01	8.08E-01	6.24E-01	8.95E-01	1.52E+00	2.19E+00	-3.16E-01
8982	2.86E+00	6.88E+00	1.15E+00	6.45E-01	3.23E+00	1.86E+00	2.67E+00	7.88E-01	1.10E+00	1.19E+00	1.33E+00	6.54E+00	-2.33E-01
8983	6.55E+01	4.54E+00	8.68E-01	5.00E-01	8.93E+01	1.09E+00	8.17E-01	1.35E+00	2.25E+00	1.13E+00	7.59E-01	6.38E+00	-6.11E-01
8984	8.54E+01	4.18E+00	9.42E-01	4.58E+00	8.16E+01	1.71E-01	6.67E-01	1.34E+00	4.51E-01	1.07E+00	1.48E+00	5.48E-01	2.09E-01
8985	1.92E+01	4.06E+00	1.17E+00	2.34E+00	3.80E+01	1.80E+00	9.14E-01	7.35E-01	4.85E+00	9.79E-01	3.80E-01	2.21E+00	-2.53E-02
8986	5.23E+01	2.50E+00	9.20E-01	3.01E+00	1.41E+00	5.38E-02	2.09E+00	1.12E+00	6.98E+00	1.19E+00	6.44E-01	2.66E+00	-2.32E-01
8987	1.16E+01	6.51E+00	1.28E+00	4.46E+00	5.60E+01	1.98E+00	1.79E+00	1.25E+00	5.56E+00	8.18E-01	4.08E-01	6.87E+00	-2.06E-01
8988	8.78E+01	4.24E+00	1.02E+00	3.07E+00	5.69E+01	1.20E+00	3.10E+00	1.19E+00	5.11E+00	1.04E+00	1.01E+00	5.35E-01	-3.04E-01
8989	5.92E+01	8.00E-01	1.38E+00	1.15E+00	1.46E+01	1.96E+00	2.54E-01	5.91E-01	4.19E+00	8.97E-01	9.40E-01	2.20E+00	-1.69E-01
8990	5.51E+01	1.75E+00	1.30E+00	1.41E+00	9.65E+00	1.32E+00	2.89E+00	1.47E+00	2.53E+00	8.59E-01	9.86E-01	6.01E+00	-5.71E-01
8991	7.45E+01	3.44E+00	1.16E+00	1.63E+00	7.66E+00	1.49E-01	1.06E+00	1.17E+00	1.76E+00	8.54E-01	1.38E+00	2.35E+00	-5.24E-01
8992	1.14E+01	6.37E+00	1.10E+00	2.87E+00	1.29E+01	1.84E+00	2.74E+00	1.18E+00	1.66E+00	1.01E+00	1.49E+00	1.91E+00	-3.24E-01
8993	1.76E+01	5.38E+00	9.80E-01	2.40E+00	8.95E+01	1.55E+00	7.94E-01	1.14E+00	2.57E+00	1.10E+00	1.50E+00	2.43E+00	-5.52E-01
8994	1.41E+00	1.79E+00	1.01E+00	4.73E+00	4.98E+01	9.46E-01	1.21E+00	1.27E+00	5.40E+00	1.16E+00	1.09E+00	2.47E+00	-5.17E-01
8995	6.13E+01	5.79E+00	1.17E+00	3.97E+00	3.23E+01	7.82E-01	8.72E-02	9.99E-01	1.42E+00	9.01E-01	1.55E+00	2.61E-01	-3.39E-01
8996	2.78E+00	1.20E+00	1.28E+00	1.75E+00	8.97E+01	1.13E+00	2.01E+00	1.20E+00	7.71E+00	1.04E+00	1.17E+00	8.71E-01	-4.79E-01
8997	8.08E+01	4.79E-01	9.47E-01	4.73E+00	3.11E+01	2.21E-01	3.23E+00	8.39E-01	2.68E+00	1.06E+00	1.09E+00	1.20E+00	-2.94E-01
8998	1.99E+01	1.62E+00	1.41E+00	4.85E+00	8.15E+01	1.06E+00	2.68E-01	7.18E-01	4.89E+00	1.06E+00	6.38E-01	1.02E+00	-1.25E-01
8999	7.56E+01	8.15E-01	1.41E+00	3.77E+00	8.41E+01	6.33E-01	9.56E-01	1.36E+00	5.56E+00	1.02E+00	1.36E+00	4.13E-01	-1.12E-01
9000	6.98E+01	2.10E-01	1.11E+00	8.07E-01	4.39E+01	5.42E-01	1.00E-01	6.95E-01	3.75E+00	1.16E+00	1.55E+00	1.58E+00	-2.91E-01
9001	2.00E+01	1.55E+00	8.69E-01	3.88E+00	7.66E+01	1.72E+00	2.67E+00	1.29E+00	2.63E-01	1.05E+00	6.96E-01	6.48E-01	-9.28E-02
9002	6.79E+01	6.09E+00	8.63E-01	1.57E+00	8.82E+01	1.97E+00	1.02E+00	5.54E-01	5.91E+00	1.06E+00	2.68E-01	1.09E-01	-4.71E-01
9003	8.46E+01	1.79E+00	9.68E-01	1.49E+00	2.45E+01	5.57E-01	1.64E+00	1.05E+00	5.23E+00	1.10E+00	1.71E-01	6.75E+00	-7.11E-01
9004	1.24E+01	4.23E-01	9.66E-01	4.12E+00	5.51E+01	4.60E-01	2.29E+00	8.48E-01	8.73E+00	8.10E-01	1.50E+00	6.42E+00	-2.43E-01
9005	6.63E+01	4.18E+00	1.48E+00	4.63E+00	6.00E+01	1.59E+00	2.46E+00	1.22E+00	8.44E+00	1.18E+00	9.58E-01	2.92E+00	1.16E-01
9006	1.68E+01	1.59E+00	1.33E+00	6.78E-01	2.40E+01	1.26E+00	3.03E+00	1.13E+00	7.36E+00	1.05E+00	1.12E+00	1.99E+00	-7.30E-01
9007	8.14E+01	5.79E+00	1.46E+00	2.14E+00	7.38E+01	1.34E-01	1.15E+00	8.04E-01	9.79E+00	9.54E-01	8.55E-01	6.39E-01	-8.09E-03
9008	4.04E+01	3.58E+00	1.16E+00	3.82E+00	7.54E+01	1.89E+00	1.23E+00	9.16E-01	5.26E+00	9.31E-01	6.67E-01	9.38E-01	-3.88E-01
9009	1.20E+01	5.73E-01	1.40E+00	4.83E+00	1.62E+00	7.57E-01	1.18E+00	6.84E-01	5.90E+00	8.38E-01	5.02E-01	6.09E+00	-1.22E-01
9010	7.23E+01	1.02E+00	1.14E+00	2.55E+00	7.58E+01	2.10E-01	2.40E+00	6.62E-01	5.95E+00	8.87E-01	1.51E+00	2.57E+00	-5.71E-02
9011	1.58E+01	1.96E+00	1.34E+00	3.56E+00	5.93E+01	2.06E-01	2.67E+00	1.21E+00	1.73E+00	1.06E+00	1.18E+00	1.38E+00	-4.02E-01
9012	7.24E+00	4.14E+00	1.36E+00	4.07E+00	4.61E+01	1.98E-01	9.17E-01	9.45E-01	1.24E+00	1.17E+00	1.95E-01	2.65E+00	-1.61E-01
9013	4.57E+01	6.73E+00	1.34E+00	1.69E+00	6.18E+01	1.67E+00	2.21E+00	8.91E-01	7.16E+00	1.11E+00	6.61E-01	1.79E+00	-2.81E-01
9014	2.35E+01	1.79E+00	1.45E+00	3.95E+00	4.57E+01	5.43E-01	1.52E+00	6.36E-01	1.22E+00	1.00E+00	7.28E-01	7.33E+00	2.87E-01
9015	2.54E+01	2.74E+00	1.08E+00	4.85E+00	1.52E+01	1.40E+00	6.84E-01	1.21E+00	1.56E+00	1.19E+00	3.07E-01	6.41E-01	-3.67E-01
9016	5.96E+01	3.83E+00	1.06E+00	3.85E+00	5.13E+01	8.97E-01	2.75E+00	9.21E-01	8.56E+00	1.16E+00	1.41E+00	2.76E+00	1.52E-01
9017	1.13E+01	2.08E+00	8.47E-01	4.85E+00	1.92E+01	1.72E+00	1.13E+00	1.49E+00	5.65E-01	9.67E-01	1.28E+00	7.06E-02	2.48E-01
9018	5.16E+01	3.20E+00	9.24E-01	1.84E+00	5.36E+01	1.68E+00	6.22E-01	1.24E+00	7.05E-01	9.72E-01	8.05E-01	1.36E+00	-4.26E-01
9019	6.01E+01	5.99E+00	1.38E+00	3.41E+00	2.51E+01	1.11E+00	2.17E+00	1.27E+00	9.92E+00	1.12E+00	2.65E-01	3.92E+00	2.87E-02
9020	4.27E+01	1.07E+00	1.11E+00	4.40E+00	9.10E+01	4.06E-01	2.41E+00	5.31E-01	6.89E+00	8.44E-01	1.34E+00	6.77E+00	2.82E-01
9021	9.93E+01	2.67E+00	1.34E+00	3.70E+00	7.59E+01	4.84E-01	2.27E+00	1.20E+00	3.72E+00	9.66E-01	1.13E+00	2.20E+00	-4.75E-01
9022	8.11E+00	6.13E+00	1.48E+00	7.69E-01	2.39E+01	8.59E-01	4.69E-01	9.74E-01	6.69E+00	8.25E-01	5.28E-01	9.54E-01	-6.61E-01
9023	3.28E+01	5.01E+00	1.00E+00	2.48E+00	2.07E+01	1.27E+00	1.45E+00	1.20E+00	3.20E+00	9.94E-01	1.34E+00	4.76E+00	-4.18E-01
9024	6.02E+01	6.28E+00	1.36E+00	2.86E+00	8.99E+01	6.13E-01	6.24E-01	1.48E+00	1.62E+00	8.61E-01	2.26E-01	2.92E+00	-4.92E-01
9025	5.75E+01	1.35E+00	1.41E+00	1.58E+00	2.43E+01	2.33E-01	1.22E+00	1.07E+00	8.05E+00	1.05E+00	1.84E-01	1.26E-01	-3.06E-01
9026	2.57E+01	3.25E+00	1.31E+00	3.06E+00	9.33E+01	1.01E+00	7.15E-01	1.03E+00	3.79E+00	8.01E-01	2.57E-01	2.04E+00	-4.20E-01
9027	1.43E+01	1.23E+00	1.43E+00	2.05E+00	6.81E+01	1.91E+00	7.02E-01	9.82E-01	5.52E+00	1.06E+00	1.42E+00	1.71E+00	-5.42E-01
9028	8.97E+01	3.58E+00	1.01E+00	3.40E+00	9.83E+01	1.05E+00	6.76E-01	1.41E+00	3.78E+00	8.98E-01	9.51E-01	1.52E+00	-2.25E-01
9029	6.21E+01	1.19E-01	8.71E-01	1.49E+00	7.04E+01	4.02E-01	2.73E+00	7.97E-01	4.85E+00	8.60E-01	1.19E+00	2.33E+00	-9.13E-02
9030	4.08E+01	2.19E+00	1.23E+00	4.01E+00	5.43E+01	2.54E-01	3.27E+00	6.64E-01	1.33E+00	8.19E-01	7.42E-01	6.11E+00	-3.25E-02
9031	2.41E+01	1.50E+00	9.10E-01	3.74E+00	3.51E+01	1.61E+00	1.12E-01	1.35E+00	1.97E+00	1.18E+00	4.84E-01	5.49E+00	-4.78E-01
9032	1.50E+01	5.98E+00	9.58E-01	4.32E+00	7.21E+01	6.00E-01	1.77E+00	6.29E-01	5.96E+00	8.50E-01	1.53E+00	1.04E+00	-4.01E-02
9033	2.43E+01	6.38E+00	1.03E+00	2.15E+00	9.37E+01	1.37E+00	6.56E-01	6.78E-01	8.85E+00	9.29E-01	1.51E+00	1.77E+00	1.30E-01
9034	1.26E+01	6.68E+00	8.80E-01	1.92E+00	8.76E+01	6.01E-01	2.01E-01	5.26E-01	1.35E+00	9.02E-01	1.48E+00	6.24E+00	1.80E-01
9035	5.48E+01	2.94E+00	1.49E+00	1.13E+00	5.29E+01	1.77E+00	9.17E-01	1.27E+00	7.74E+00	1.03E+00	3.76E-01	5.24E+00	-6.43E-01
9036	2.56E+01	2.45E+00	1.43E+00	1.13E+00	6.57E+01	1.58E+00	1.25E+00	1.28E+00	7.20E+00	9.83E-01	3.13E-01	4.39E+00	-7.20E-01
9037	6.07E+01	5.04E+00	1.07E+00	1.04E+00	5.87E+01	1.52E+00	2.54E+00	1.28E+00	6.22E+00	1.11E+00	3.97E-01	2.66E+00	-6.63E-01
9038	7.50E+01	1.19E+00	1.25E+00	4.44E+00	4.12E+01	9.98E-01	2.41E+00	1.46E+00	8.99E+00	1.08E+00	3.16E-01	3.17E+00	-3.90E-01
9039	5.82E+01	2.73E+00	9.59E-01	2.10E+00	9.48E+01	6.88E-01	2.15E-01	7.04E-01	6.76E+00	1.18E+00	6.82E-01	2.46E+00	4.14E-02
9040	7.36E+01	5.17E+00	9.01E-01	2.54E+00	1.76E+01	4.36E-01	1.62E-01	1.43E+00	3.74E+00	1.07E+00	1.37E+00	5.75E+00	-3.46E-01
9041	1.61E+01	3.80E+00	1.33E+00	7.63E-01	2.25E+01	1.68E+00	1.62E+00	1.31E+00	2.21E+00	1.07E+00	4.09E-01	1.23E+00	-4.98E-01
9042	3.45E+01	3.01E+00	1.18E+00	3.71E+00	8.07E+00	6.77E-01	1.64E+00	7.42E-01	8.59E+00	8.93E-01	6.17E-01	6.56E-01	-1.91E-01
9043	7.14E+00	5.64E+00	1.43E+00	1.78E+00	4.68E+01	1.21E-01	1.49E+00	9.88E-01	2.83E+00	1.12E+00	4.37E-01	3.36E+00	-5.14E-01
9044	5.19E+01	1.51E+00	1.07E+00	4.76E+00	3.38E+01	1.47E+00	1.83E+00	1.18E+00	1.52E+00	8.31E-01	7.60E-01	1.69E+00	-5.08E-01
9045	4.10E+01	6.37E+00	1.14E+00	1.71E+00	1.20E+01	1.54E+00	1.17E+00	6.91E-01	5.55E+00	8.96E-01	8.81E-01	1.86E-01	-3.75E-01
9046	2.91E+01	6.62E+00	1.17E+00	3.05E+00	7.33E+01	1.38E+00	6.52E-02	7.52E-01	8.91E+00	9.53E-01	4.63E-01	1.72E+00	1.33E-01
9047	6.77E+01	1.76E+00	1.08E+00	4.32E+00	1.96E+01	1.36E-01	2.96E+00	8.38E-01	2.29E+00	1.11E+00	1.19E+00	6.65E+00	-4.34E-01
9048	1.12E+01	5.37E+00	1.44E+00	1.65E+00	8.25E+01	6.26E-01	1.60E+00	7.35E-01	2.02E+00	1.18E+00	9.20E-01	2.35E+00	-1.10E-01
9049	8.06E+01	1.49E+00	1.43E+00	5.02E-01	1.45E+01	8.01E-01	1.05E+00	1.36E+00	2.55E+00	1.13E+00	3.45E-01	2.54E+00	-8.21E-01
9050	3.17E+01	4.40E+00	1.14E+00	1.17E+00	1.10E+01	3.69E-01	2.69E+00	1.42E+00	3.82E+00	1.08E+00	1.54E+00	3.86E+00	-4.87E-01
9051	9.31E+00	1.72E+00	1.08E+00	2.03E+00	5.16E+00	1.00E+00	2.27E+00	1.35E+00	8.96E+00	9.61E-01	1.00E+00	6.38E-01	-1.42E-01
9052	7.61E+00	6.46E+00	1.33E+00	3.73E+00	1.31E+01	1.52E+00	2.37E+00	9.48E-01	3.75E+00	8.67E-01	1.06E+00	3.56E+00	-3.97E-02
9053	3.45E+01	2.94E+00	1.09E+00	3.74E+00	1.03E+01	6.41E-01	8.06E-01	6.96E-01	5.50E+00	1.05E+00	9.71E-01	4.42E+00	1.44E-01
9054	1.14E+01	1.61E+00	1.13E+00	5.37E-01	6.19E+01	3.63E-02	2.98E-01	1.20E+00	9.09E+00	1.13E+00	7.86E-01	3.41E-01	-3.77E-01
9055	7.34E+01	6.41E+00	1.09E+00	1.77E+00	5.35E+01	4.61E-01	1.70E+00	6.41E-01	9.24E+00	1.15E+00	5.59E-01	3.78E+00	6.87E-01
9056	1.44E+01	4.32E+00	1.36E+00	3.60E+00	2.17E+01	6.63E-01	9.56E-01	8.30E-01	5.46E+00	1.09E+00	6.75E-01	1.22E+00	-1.08E-01
9057	2.64E+01	1.69E+00	1.04E+00	3.89E+00	5.81E+00	1.37E+00	1.15E+00	7.02E-01	2.88E+00	8.53E-01	1.50E+00	3.69E+00	-8.52E-03
9058	2.83E+01	8.81E-02	1.29E+00	3.54E+00	1.82E+01	9.69E-01	1.21E+00	9.45E-01	7.10E+00	1.07E+00	4.64E-01	5.65E+00	-1.05E-01
9059	6.24E+01	2.29E-01	1.02E+00	1.59E+00	8.08E+01	8.93E-01	2.00E+00	9.86E-01	6.82E+00	1.19E+00	6.68E-01	6.45E+00	-4.98E-01
9060	3.69E+00	1.65E+00	9.69E-01	1.66E+00	9.99E+01	1.79E+00	5.40E-01	1.23E+00	7.91E+00	1.02E+00	1.89E-01	2.42E+00	-7.02E-01
9061	7.68E+01	3.78E+00	1.14E+00	3.61E+00	3.87E+01	1.46E+00	6.75E-01	5.11E-01	7.51E+00	9.96E-01	5.46E-01	4.12E+00	6.81E-01
9062	9.30E+01	6.12E+00	8.54E-01	3.24E+00	8.30E+01	7.65E-01	1.61E+00	1.37E+00	6.03E+00	1.08E+00	3.55E-01	4.43E+00	-3.61E-01
9063	5.93E+01	2.10E+00	1.05E+00	2.22E+00	8.32E+01	7.05E-01	2.35E+00	1.10E+00	8.70E+00	8.68E-01	6.05E-01	1.93E+00	-5.54E-01
9064	5.38E+01	5.82E+00	8.64E-01	4.68E+00	2.77E+01	7.46E-01	2.75E+00	1.18E+00	4.81E+00	9.27E-01	1.90E-01	1.24E+00	-3.66E-01
9065	9.24E+01	6.43E+00	1.00E+00	1.38E+00	6.38E+01	7.95E-01	1.71E-01	9.25E-01	5.80E+00	1.03E+00	7.02E-01	2.19E+00	-5.11E-01
9066	1.82E+00	5.04E+00	1.24E+00	3.55E+00	2.59E+01	7.76E-01	3.18E+00	1.27E+00	7.73E+00	1.04E+00	1.35E+00	4.45E+00	-1.88E-01
9067	8.53E+01	1.47E+00	1.32E+00	9.62E-01	3.51E+01	1.00E+00	2.37E+00	7.74E-01	3.99E+00	1.19E+00	8.72E-01	2.77E-01	-7.24E-01
9068	3.68E+01	3.77E+00	1.13E+00	4.74E+00	1.07E+01	1.63E+00	7.89E-01	6.25E-01	5.18E+00	1.14E+00	1.37E+00	5.70E+00	1.35E-01
9069	2.23E+01	5.44E+00	1.19E+00	4.97E+00	3.58E+01	6.68E-01	1.98E+00	7.11E-01	5.28E+00	9.27E-01	6.38E-01	6.45E+00	9.89E-02
9070	8.15E+01	2.53E-01	9.26E-01	1.44E+00	2.01E-01	1.25E+00	8.00E-01	8.70E-01	1.49E+00	1.08E+00	6.36E-01	1.86E+00	-4.37E-02
9071	5.09E+01	3.97E+00	1.08E+00	5.99E-01	3.90E+01	3.67E-01	2.65E+00	1.11E+00	9.32E+00	9.33E-01	1.08E+00	2.17E+00	-6.07E-01
9072	6.61E+01	1.50E+00	1.16E+00	1.33E+00	5.19E+01	1.63E+00	1.99E-01	8.35E-01	8.42E+00	8.83E-01	9.82E-01	6.21E+00	-3.01E-01
9073	8.27E+01	5.63E+00	9.69E-01	4.85E+00	4.78E+01	1.06E+00	7.17E-01	1.49E+00	8.28E-01	1.03E+00	1.80E-01	3.44E+00	-2.88E-01
9074	7.62E+01	5.77E+00	8.77E-01	3.62E+00	1.36E+01	1.37E+00	3.28E+00	1.30E+00	8.85E+00	9.94E-01	1.64E+00	3.00E+00	-2.34E-01
9075	4.78E+01	3.74E+00	1.48E+00	3.50E+00	1.06E+01	1.87E+00	1.60E+00	6.51E-01	1.82E+00	8.31E-01	8.05E-01	4.35E+00	3.41E-01
9076	7.17E+01	1.89E+00	1.18E+00	4.06E+00	8.44E+01	1.08E+00	8.50E-01	1.11E+00	3.46E+00	9.32E-01	6.16E-01	3.53E+00	-4.04E-01
9077	1.30E+00	2.08E+00	1.01E+00	4.53E+00	7.67E+01	5.23E-01	1.00E+00	5.66E-01	3.01E+00	8.15E-01	4.74E-01	4.02E+00	1.52E-01
9078	3.19E+01	1.39E+00	1.24E+00	2.22E+00	3.78E+01	1.33E+00	3.08E+00	5.96E-01	9.17E+00	9.82E-01	1.50E+00	5.60E+00	5.58E-01
9079	3.34E+01	4.90E+00	1.36E+00	3.33E+00	7.18E+01	1.97E+00	5.69E-01	5.37E-01	1.80E+00	1.11E+00	7.96E-01	4.07E+00	4.02E-01
9080	4.46E+01	2.52E+00	1.26E+00	2.13E+00	7.99E+01	1.07E+00	4.06E-01	1.29E+00	6.76E+00	9.95E-01	3.49E-01	1.11E+00	-4.00E-01
9081	1.51E+01	6.66E+00	1.25E+00	9.49E-01	8.64E-01	3.95E-02	2.72E+00	8.42E-01	6.93E+00	1.04E+00	1.62E+00	3.04E+00	1.24E-01
9082	5.83E+01	1.07E+00	1.13E+00	3.90E+00	9.27E+01	1.73E+00	1.02E+00	8.73E-01	2.18E+00	1.18E+00	1.27E+00	1.19E-01	-5.88E-01
9083	4.82E+01	6.15E+00	1.37E+00	1.20E+00	3.42E+01	1.84E+00	9.98E-01	9.93E-01	8.51E+00	1.17E+00	1.06E+00	6.33E+00	-9.06E-02
9084	9.97E+00	7.69E-01	1.15E+00	1.46E+00	2.67E+01	1.40E-01	1.11E+00	1.31E+00	8.71E+00	9.56E-01	1.27E+00	1.13E+00	-4.73E-01
9085	9.38E+01	2.97E+00	9.61E-01	3.33E+00	5.02E-01	3.59E-01	1.24E-01	1.09E+00	3.19E+00	9.93E-01	6.80E-01	1.80E+00	-4.73E-01
9086	3.47E+01	4.66E+00	1.24E+00	3.01E+00	5.96E+01	7.06E-01	1.89E+00	5.78E-01	2.10E+00	9.46E-01	5.15E-01	4.03E+00	2.99E-01
9087	2.86E+01	3.84E+00	8.50E-01	1.11E+00	4.59E+01	1.27E+00	3.32E+00	8.96E-01	4.86E-01	8.78E-01	2.03E-01	3.75E-01	-6.06E-01
9088	3.67E+01	5.02E-01	1.25E+00	3.55E+00	5.42E+01	1.95E+00	3.06E+00	1.39E+00	6.25E+00	1.01E+00	8.35E-01	1.64E+00	-3.30E-01
9089	8.76E+01	1.54E-01	1.03E+00	8.54E-01	3.77E+01	1.06E+00	2.08E+00	1.16E+00	6.79E-01	1.06E+00	1.37E+00	3.83E+00	-1.80E-01
9090	2.92E+01	5.71E+00	1.45E+00	1.99E+00	9.90E+01	1.88E+00	1.25E+00	8.58E-01	9.99E+00	8.03E-01	2.21E-01	4.01E+00	9.05E-02
9091	9.81E+01	6.85E+00	1.12E+00	3.21E+00	4.84E+01	1.75E+00	2.73E+00	8.60E-01	8.88E+00	8.46E-01	8.25E-01	1.98E+00	-1.22E-02
9092	6.41E+01	5.11E-01	1.45E+00	3.65E+00	7.23E+01	1.46E+00	7.26E-01	5.14E-01	5.27E+00	8.52E-01	6.84E-01	3.80E+00	6.79E-01
9093	6.85E+00	5.18E+00	1.42E+00	8.01E-01	7.26E+01	1.82E+00	2.03E+00	1.21E+00	8.62E+00	8.15E-01	6.30E-01	2.57E+00	-5.64E-01
9094	9.12E+01	9.77E-01	1.30E+00	4.10E+00	2.41E+01	3.05E-01	2.13E-01	1.38E+00	2.14E+00	1.20E+00	1.04E+00	6.84E+00	-4.82E-01
9095	7.56E+01	4.05E+00	1.39E+00	1.54E+00	8.78E+01	1.70E+00	1.31E+00	8.57E-01	3.69E+00	9.45E-01	2.01E-01	3.48E+00	-3.40E-01
9096	5.30E+01	4.84E+00	1.12E+00	2.26E+00	7.09E+01	1.50E+00	2.45E+00	1.12E+00	8.78E+00	9.76E-01	7.98E-01	9.13E-01	-3.15E-01
9097	5.84E+01	3.50E+00	8.25E-01	4.06E+00	4.74E+01	1.17E+00	2.40E+00	6.92E-01	3.87E+00	1.06E+00	8.15E-01	2.32E+00	4.84E-02
9098	9.50E+01	1.38E+00	1.03E+00	4.81E+00	8.07E+01	7.60E-01	2.30E+00	8.37E-01	5.56E-01	8.52E-01	1.26E+00	5.58E+00	-3.46E-01
9099	8.79E+01	3.36E+00	1.08E+00	3.90E+00	9.03E+01	1.60E+00	2.91E+00	9.88E-01	2.89E+00	1.15E+00	5.83E-01	5.58E+00	-2.90E-01
9100	4.56E+01	7.15E+00	1.47E+00	4.27E+00	6.58E+01	7.72E-01	4.96E-01	1.11E+00	5.68E+00	9.83E-01	1.01E+00	2.77E+00	-1.19E-01
9101	2.96E+01	3.65E+00	1.25E+00	2.62E+00	5.82E+01	1.11E-01	1.95E-01	1.18E+00	1.53E+00	1.01E+00	1.51E+00	3.06E+00	-4.78E-01
9102	5.94E+01	1.69E+00	9.71E-01	2.59E+00	6.16E+01	1.90E+00	2.04E+00	8.72E-01	5.16E+00	9.77E-01	1.07E+00	2.90E+00	-1.30E-01
9103	2.90E+01	7.15E+00	1.33E+00	3.44E+00	3.60E+01	1.54E+00	4.09E-01	1.16E+00	2.80E+00	1.10E+00	3.56E-01	6.30E+00	-2.17E-01
9104	7.88E+01	1.38E+00	1.19E+00	4.69E+00	7.18E+01	8.75E-01	1.14E+00	8.12E-01	6.63E+00	1.02E+00	1.33E+00	2.07E+00	-1.33E-01
9105	4.52E+01	6.34E+00	1.07E+00	2.87E+00	3.43E+01	1.30E+00	2.79E+00	1.29E+00	7.32E-01	9.62E-01	1.54E+00	3.28E+00	-3.73E-01
9106	2.71E+01	2.20E-01	1.22E+00	9.38E-01	4.12E+01	1.57E+00	6.95E-01	1.03E+00	3.93E+00	9.99E-01	6.35E-01	2.36E+00	-3.93E-01
9107	9.27E+01	8.68E-01	1.09E+00	4.53E+00	8.43E+01	8.77E-01	1.04E+00	6.05E-01	5.73E+00	8.30E-01	6.47E-01	2.04E+00	7.55E-02
9108	6.19E+01	1.18E+00	1.36E+00	4.65E+00	6.37E+01	9.80E-02	2.03E+00	1.41E+00	6.97E-01	8.77E-01	1.76E-01	3.51E+00	-2.77E-01
9109	9.74E+01	1.59E+00	8.25E-01	2.12E+00	7.12E+01	6.40E-01	2.26E+00	1.14E+00	4.31E+00	8.28E-01	9.69E-01	2.02E+00	-6.62E-01
9110	5.03E+01	6.08E+00	1.08E+00	8.20E-01	9.21E+01	1.40E+00	1.14E+00	1.04E+00	8.52E+00	8.53E-01	8.58E-01	3.62E+00	-5.22E-01
9111	1.72E+01	5.57E-01	1.09E+00	1.55E+00	2.62E+01	8.16E-01	2.35E+00	7.36E-01	6.20E+00	1.08E+00	1.06E+00	2.44E+00	-2.40E-01
9112	1.90E+00	2.01E+00	1.48E+00	2.50E+00	3.43E+01	1.01E+00	2.38E+00	1.35E+00	3.54E+00	8.35E-01	1.54E+00	2.02E+00	-4.01E-01
9113	7.82E+01	1.91E+00	1.37E+00	3.34E+00	3.92E+01	5.53E-01	4.01E-01	1.06E+00	3.44E+00	1.01E+00	1.36E+00	4.44E+00	-3.82E-01
9114	9.18E+01	3.63E+00	1.39E+00	2.90E+00	2.07E+01	8.75E-01	2.87E+00	7.26E-01	7.07E+00	1.13E+00	1.17E+00	3.98E-01	-6.61E-02
