No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
13356	3.41E+01	1.81E+00	8.81E-01	2.82E+00	4.08E+01	1.36E+00	1.16E+00	6.24E-01	2.26E+00	9.42E-01	1.30E+00	4.59E+00	-1.28E-02
13357	9.73E-01	5.56E+00	9.35E-01	1.13E+00	6.67E+01	1.59E+00	2.38E+00	1.00E+00	9.60E+00	1.00E+00	2.11E-01	6.37E+00	-3.45E-01
13358	7.76E+00	4.41E+00	9.68E-01	4.92E+00	6.02E+01	1.30E+00	1.10E+00	1.02E+00	6.30E+00	1.03E+00	9.64E-01	8.91E-01	-4.33E-01
13359	8.28E+01	3.22E+00	1.32E+00	2.41E+00	7.48E+01	1.41E+00	1.27E+00	5.89E-01	9.48E+00	9.85E-01	1.07E+00	2.65E+00	1.03E+00
13360	1.42E+01	6.83E+00	1.15E+00	2.12E+00	3.06E+01	4.84E-01	3.27E+00	8.15E-01	1.68E-01	8.57E-01	8.50E-01	4.98E+00	-1.53E-01
13361	9.35E+01	1.27E+00	9.44E-01	4.53E+00	6.81E+01	4.26E-01	2.53E+00	1.01E+00	6.52E+00	9.94E-01	1.57E+00	2.95E+00	-2.39E-01
13362	1.88E+01	2.31E+00	1.15E+00	1.11E+00	7.78E+01	1.99E-01	1.64E+00	1.42E+00	5.17E-01	1.19E+00	5.85E-01	2.60E+00	-4.35E-01
13363	2.04E+01	1.91E+00	1.28E+00	1.45E+00	4.03E+01	2.55E-01	2.95E+00	8.37E-01	2.95E+00	8.24E-01	5.15E-01	7.14E+00	-3.94E-01
13364	2.65E+01	7.11E+00	1.15E+00	4.61E+00	4.77E+01	8.39E-01	1.03E+00	1.16E+00	7.31E+00	1.12E+00	1.37E+00	3.76E+00	-2.18E-01
13365	8.84E+01	2.14E+00	1.11E+00	4.67E+00	2.61E+01	1.42E+00	9.17E-01	9.66E-01	9.65E+00	1.18E+00	1.18E+00	2.74E+00	-1.51E-01
13366	5.62E+00	4.06E+00	1.30E+00	2.05E+00	6.21E+01	1.88E+00	1.05E+00	1.39E+00	9.29E+00	1.12E+00	1.37E+00	3.01E+00	-1.43E-01
13367	2.06E+01	8.44E-01	8.72E-01	4.70E+00	9.03E+01	1.74E+00	1.47E+00	1.29E+00	1.70E+00	1.15E+00	1.24E+00	3.14E+00	-4.61E-01
13368	5.72E+01	7.09E+00	1.43E+00	2.91E+00	9.26E+01	1.14E+00	3.01E+00	1.48E+00	1.35E+00	1.04E+00	6.56E-01	5.52E+00	-3.54E-01
13369	1.39E+01	3.49E+00	9.09E-01	4.10E+00	6.34E+01	1.83E+00	1.62E+00	1.09E+00	2.36E+00	9.76E-01	9.55E-01	3.11E+00	-4.72E-01
13370	5.45E+01	4.61E+00	1.26E+00	2.63E+00	4.32E+01	8.79E-01	2.93E+00	1.14E+00	5.47E+00	1.18E+00	1.02E+00	3.31E+00	-3.23E-01
13371	8.55E+01	6.39E+00	1.40E+00	4.92E+00	4.99E+01	3.58E-01	2.43E+00	5.44E-01	8.12E+00	9.45E-01	9.43E-01	1.82E+00	5.79E-01
13372	7.97E+01	2.88E+00	1.42E+00	2.03E+00	3.44E+01	9.12E-01	2.62E+00	6.62E-01	4.68E+00	8.07E-01	3.79E-01	2.55E+00	1.16E-01
13373	9.66E+01	3.93E+00	1.36E+00	4.56E+00	8.34E+01	1.56E+00	2.55E+00	1.19E+00	6.72E+00	1.04E+00	1.17E+00	1.27E+00	-3.14E-01
13374	7.79E+01	2.90E+00	9.68E-01	3.15E+00	7.62E+01	1.46E+00	2.77E+00	1.06E+00	1.33E+00	1.08E+00	1.51E+00	3.48E+00	-5.11E-01
13375	1.61E+01	4.92E+00	1.25E+00	3.31E+00	7.01E+01	1.55E+00	3.21E+00	1.17E+00	3.23E+00	1.10E+00	1.02E+00	1.15E+00	-3.43E-01
13376	5.33E+01	2.44E+00	1.39E+00	1.41E+00	9.41E+01	1.03E+00	1.23E+00	1.22E+00	9.08E+00	1.03E+00	6.32E-01	4.94E+00	-4.19E-01
13377	3.08E+01	1.08E+00	9.79E-01	2.44E+00	8.52E+01	2.68E-01	3.00E+00	5.13E-01	8.10E+00	1.01E+00	1.12E+00	3.78E+00	5.49E-01
13378	3.04E+01	4.34E+00	9.45E-01	3.29E+00	3.56E+01	1.50E+00	2.57E+00	1.39E+00	8.81E-01	1.04E+00	3.04E-01	2.01E-01	-6.53E-02
13379	1.19E+01	3.34E+00	1.33E+00	6.18E-01	3.93E+00	1.21E-01	2.32E+00	8.47E-01	2.01E+00	1.17E+00	1.34E+00	3.80E-01	-5.62E-01
13380	2.88E+01	6.51E+00	1.19E+00	2.15E+00	5.17E+01	1.27E+00	1.29E+00	1.14E+00	1.02E+00	8.51E-01	1.16E+00	1.02E+00	-4.09E-01
13381	1.79E+01	2.61E+00	1.15E+00	2.17E+00	2.80E+01	5.32E-01	1.39E+00	8.28E-01	9.39E+00	9.90E-01	4.42E-01	1.15E+00	-1.78E-01
13382	1.69E+01	3.97E+00	1.28E+00	2.59E+00	9.06E+00	1.61E+00	3.90E-01	8.78E-01	7.13E+00	1.06E+00	1.28E+00	1.72E+00	-5.33E-02
13383	2.91E+01	1.01E+00	1.41E+00	2.23E+00	2.60E+01	1.06E+00	1.72E+00	9.38E-01	8.85E+00	1.20E+00	1.38E+00	1.25E+00	2.52E-01
13384	6.76E+01	6.86E+00	1.09E+00	4.57E+00	3.96E+01	1.84E+00	1.08E+00	1.29E+00	5.56E+00	1.13E+00	1.17E+00	8.84E-01	-1.54E-01
13385	2.46E+01	5.07E+00	1.34E+00	1.75E+00	9.53E+01	7.61E-01	3.04E+00	1.35E+00	3.30E+00	8.25E-01	7.26E-01	6.31E+00	-4.94E-01
13386	7.46E+01	1.47E-01	1.18E+00	4.60E+00	7.73E+01	2.00E+00	2.37E+00	9.49E-01	9.56E+00	8.41E-01	6.96E-01	2.62E+00	-2.28E-01
13387	2.17E+00	4.86E+00	9.23E-01	3.08E+00	5.01E+01	1.62E+00	2.29E+00	1.25E+00	5.19E+00	9.76E-01	2.03E-01	3.47E+00	-4.37E-01
13388	5.03E+00	4.20E+00	1.42E+00	9.42E-01	1.66E+01	1.16E+00	2.11E+00	9.29E-01	2.88E+00	9.34E-01	1.39E+00	3.54E+00	-4.45E-01
13389	3.93E+01	6.18E-01	1.32E+00	4.16E+00	1.76E+01	1.13E+00	7.60E-01	1.33E+00	6.00E+00	8.60E-01	1.50E+00	2.71E+00	-4.39E-01
13390	8.72E+01	2.52E+00	1.30E+00	3.06E+00	2.38E+01	9.94E-02	9.87E-01	1.21E+00	9.60E+00	1.08E+00	9.70E-01	3.54E+00	-1.41E-01
13391	6.61E+01	5.88E+00	1.11E+00	3.22E+00	3.26E+01	2.61E-01	2.46E+00	1.22E+00	2.07E+00	9.86E-01	9.64E-01	2.79E+00	-4.08E-01
13392	7.31E+01	4.65E+00	1.09E+00	3.61E+00	3.34E+01	1.85E+00	5.63E-01	1.49E+00	7.44E+00	1.04E+00	1.07E+00	5.39E-01	4.27E-02
13393	7.16E+01	2.47E+00	1.36E+00	4.62E+00	8.03E+01	6.47E-01	9.69E-01	1.33E+00	8.47E-01	9.98E-01	8.50E-01	7.26E+00	-4.14E-01
13394	5.90E+01	3.22E+00	1.35E+00	6.26E-01	1.34E+01	2.52E-01	2.35E+00	1.37E+00	7.65E+00	8.37E-01	1.00E+00	7.60E-01	-3.93E-01
13395	1.46E+00	5.22E+00	8.87E-01	3.90E+00	3.19E+01	1.39E+00	2.74E+00	5.35E-01	3.76E-01	1.04E+00	1.59E+00	6.13E+00	4.03E-01
13396	9.25E+01	1.78E+00	1.27E+00	5.00E+00	7.36E+01	2.54E-01	3.28E+00	8.25E-01	5.66E+00	1.10E+00	6.97E-01	5.14E+00	-1.31E-01
13397	8.70E+01	4.82E-01	1.21E+00	3.35E+00	1.50E+01	2.53E-01	2.43E+00	6.64E-01	8.44E+00	1.13E+00	1.55E+00	1.23E+00	9.54E-02
13398	6.59E+01	3.53E+00	1.39E+00	4.53E+00	3.17E+01	3.95E-01	2.90E+00	5.84E-01	8.34E+00	9.85E-01	1.42E+00	7.08E+00	6.72E-01
13399	5.11E+01	5.34E+00	9.58E-01	2.93E+00	3.50E+01	3.11E-01	1.24E+00	7.74E-01	3.93E+00	8.13E-01	5.78E-01	9.54E-01	-4.18E-01
13400	1.51E+01	1.91E+00	1.13E+00	3.70E+00	1.15E+00	1.61E+00	1.36E+00	1.38E+00	8.61E+00	1.19E+00	9.37E-01	1.21E-01	-1.59E-01
13401	8.62E+00	1.79E+00	9.43E-01	4.68E+00	6.33E+00	2.05E-01	3.02E-01	1.07E+00	8.37E+00	9.14E-01	3.37E-01	1.40E+00	-5.83E-01
13402	4.33E+01	3.50E+00	1.14E+00	4.19E+00	5.16E+01	1.47E+00	3.15E+00	1.17E+00	9.92E+00	9.57E-01	7.34E-01	7.97E-02	-2.22E-01
13403	3.30E+01	6.17E+00	1.01E+00	1.24E+00	1.45E+01	7.96E-01	1.17E+00	1.08E+00	8.77E+00	1.12E+00	7.64E-01	2.92E+00	-6.51E-02
13404	8.37E+01	9.82E-01	9.40E-01	3.71E+00	9.37E+01	1.14E+00	3.51E-01	9.80E-01	9.10E+00	8.65E-01	1.88E-01	4.76E+00	-3.10E-01
13405	6.00E+01	3.99E+00	1.21E+00	4.20E+00	9.75E+01	1.12E+00	2.67E+00	1.30E+00	6.05E+00	1.05E+00	5.54E-01	6.51E+00	-2.79E-01
13406	5.13E+01	6.10E+00	1.19E+00	1.80E+00	9.92E+01	1.68E+00	5.94E-01	5.42E-01	4.27E+00	8.23E-01	3.77E-01	4.35E+00	2.70E-01
13407	2.04E+01	3.09E+00	1.16E+00	3.43E+00	8.70E+01	5.62E-01	8.06E-01	1.21E+00	4.08E+00	9.64E-01	7.96E-01	2.53E+00	-4.75E-01
13408	9.77E+01	3.79E+00	1.38E+00	4.49E+00	6.87E+01	1.67E+00	1.77E+00	7.87E-01	3.91E+00	8.41E-01	3.30E-01	2.68E+00	1.43E-01
13409	6.58E+01	6.52E+00	9.31E-01	1.66E+00	5.26E+01	8.40E-01	4.75E-01	1.23E+00	8.40E+00	1.05E+00	7.38E-01	5.23E+00	-3.96E-01
13410	9.11E+01	4.48E+00	1.11E+00	1.91E+00	3.17E+00	1.67E+00	2.17E+00	5.09E-01	3.66E+00	9.88E-01	1.51E+00	3.93E-01	7.84E-03
13411	3.03E+01	3.10E+00	1.05E+00	3.60E+00	5.30E+01	8.96E-01	1.65E-01	6.88E-01	3.57E+00	8.82E-01	8.36E-01	6.46E+00	6.68E-02
13412	4.17E+01	7.82E-01	1.27E+00	4.00E+00	5.71E+01	1.10E+00	2.75E+00	1.37E+00	9.73E+00	8.63E-01	1.01E+00	3.73E+00	-4.51E-01
13413	5.99E+01	4.41E+00	1.29E+00	4.77E+00	8.16E+01	2.91E-01	2.76E+00	9.34E-01	7.27E+00	9.74E-01	1.50E+00	7.00E+00	-8.58E-02
13414	4.22E+01	4.84E-01	8.83E-01	6.43E-01	6.40E+01	1.08E+00	2.24E+00	5.57E-01	6.38E+00	9.29E-01	1.42E+00	1.55E+00	-2.85E-01
13415	8.70E+01	4.74E+00	8.78E-01	4.29E+00	8.14E+01	1.29E+00	1.15E+00	9.13E-01	2.60E+00	8.14E-01	7.10E-01	5.48E-01	-4.79E-01
13416	1.73E+01	1.41E+00	1.17E+00	4.54E+00	6.22E+01	8.00E-01	2.82E+00	5.44E-01	4.57E+00	1.17E+00	2.81E-01	7.26E-01	6.27E-03
13417	4.66E+01	5.39E+00	9.26E-01	9.50E-01	7.28E+00	1.97E+00	1.02E+00	1.44E+00	6.45E+00	9.53E-01	1.35E+00	3.38E+00	-4.44E-01
13418	2.43E+00	1.00E+00	1.41E+00	1.74E+00	1.67E+01	4.75E-01	1.15E+00	8.40E-01	4.24E+00	1.14E+00	5.22E-01	3.52E-01	-4.60E-01
13419	9.17E+01	6.37E+00	1.45E+00	3.01E+00	2.70E+01	1.43E+00	4.76E-02	7.95E-01	8.45E+00	1.15E+00	1.02E+00	1.27E-01	1.09E-01
13420	1.11E+01	6.57E+00	1.06E+00	2.88E+00	7.61E+01	1.18E+00	1.90E+00	5.02E-01	6.75E+00	1.06E+00	1.21E+00	5.08E+00	7.75E-01
13421	4.06E+01	3.85E+00	1.31E+00	1.58E+00	9.96E+01	1.12E+00	6.68E-01	1.01E+00	4.11E+00	1.09E+00	1.36E+00	2.95E+00	-3.17E-01
13422	5.74E+01	6.99E+00	1.12E+00	4.98E+00	3.15E+00	1.17E+00	1.94E+00	1.17E+00	3.58E+00	1.04E+00	1.04E+00	3.40E+00	-3.69E-01
13423	4.30E+01	6.97E+00	9.77E-01	3.86E+00	1.89E+01	1.77E+00	1.27E+00	1.10E+00	4.25E+00	8.40E-01	1.42E+00	3.09E+00	-7.54E-02
13424	6.54E+01	3.12E-01	1.45E+00	7.64E-01	7.67E+01	1.45E+00	1.52E+00	8.41E-01	6.99E+00	1.16E+00	6.71E-01	5.37E+00	-1.77E-01
13425	4.73E+01	6.59E+00	1.09E+00	4.21E+00	5.19E+01	1.95E+00	9.45E-01	1.45E+00	9.45E+00	1.00E+00	1.21E+00	1.02E+00	1.06E-02
13426	6.80E+01	1.04E+00	1.06E+00	1.77E+00	8.93E+01	3.60E-01	2.11E+00	5.77E-01	7.32E+00	1.18E+00	4.07E-01	6.88E+00	1.72E-01
13427	5.15E+01	2.59E+00	9.77E-01	2.22E+00	1.61E+01	5.07E-01	2.12E+00	1.14E+00	7.50E+00	1.05E+00	2.16E-01	5.93E+00	-3.77E-01
13428	4.60E+01	3.88E+00	1.27E+00	1.16E+00	8.17E+01	1.86E+00	1.27E+00	1.33E+00	6.53E+00	1.15E+00	1.32E+00	2.28E+00	-5.64E-01
13429	6.56E+01	2.16E+00	1.43E+00	1.34E+00	1.37E+01	1.02E+00	2.91E+00	1.15E+00	8.58E+00	8.40E-01	2.20E-01	1.82E-01	-3.95E-01
13430	3.45E+01	4.83E+00	1.27E+00	9.17E-01	3.01E+01	1.39E+00	2.99E+00	1.26E+00	2.33E+00	1.02E+00	1.53E+00	3.68E-01	-3.33E-01
13431	4.74E+01	2.11E+00	1.42E+00	1.06E+00	1.54E+01	1.29E+00	1.43E+00	1.31E+00	9.35E+00	9.29E-01	1.66E+00	5.79E-01	-2.69E-01
13432	8.26E+01	6.25E+00	1.32E+00	3.57E+00	9.70E+01	1.53E+00	2.34E+00	8.15E-01	4.37E+00	9.43E-01	7.78E-01	5.40E+00	2.01E-02
13433	4.67E+00	2.23E+00	1.16E+00	1.73E+00	8.50E+01	8.14E-01	1.05E+00	8.24E-01	6.92E+00	8.74E-01	8.39E-01	6.21E+00	-2.84E-01
13434	3.19E+01	2.98E+00	1.37E+00	3.88E+00	7.66E+01	4.41E-01	1.61E+00	1.31E+00	5.22E+00	1.19E+00	2.94E-01	2.74E+00	-3.74E-01
13435	4.76E+01	3.01E+00	1.28E+00	1.77E+00	3.58E+01	4.80E-02	8.48E-01	9.87E-01	3.50E+00	9.77E-01	9.31E-01	2.91E+00	-4.29E-01
13436	3.76E+01	2.91E+00	1.29E+00	7.92E-01	5.86E+01	2.95E-01	3.03E+00	9.13E-01	2.48E-01	1.02E+00	4.29E-01	1.62E+00	-6.61E-01
13437	2.09E+01	1.35E-01	9.87E-01	3.78E+00	5.67E+01	1.90E+00	7.37E-01	1.39E+00	3.63E+00	8.10E-01	1.12E+00	9.52E-01	4.98E-01
13438	2.38E+01	9.14E-01	1.46E+00	3.90E+00	9.40E+00	6.18E-02	4.09E-01	9.70E-01	4.27E+00	1.13E+00	9.69E-01	1.12E-01	-2.11E-01
13439	9.52E+01	3.21E+00	1.11E+00	4.85E+00	2.79E-01	1.20E+00	6.06E-01	7.12E-01	6.10E+00	9.68E-01	1.58E+00	1.32E+00	-1.06E-01
13440	3.68E+01	1.22E+00	8.65E-01	3.76E+00	1.88E+01	1.40E+00	2.83E+00	9.26E-01	8.17E+00	1.11E+00	4.38E-01	6.70E+00	-1.80E-01
13441	8.05E+01	2.22E+00	1.08E+00	1.52E+00	1.16E+01	1.83E+00	7.86E-01	5.68E-01	3.64E+00	1.06E+00	2.18E-01	2.69E+00	1.77E-01
13442	2.53E+01	1.60E+00	1.21E+00	4.37E+00	6.36E+01	1.04E+00	1.10E-01	5.04E-01	6.80E+00	8.37E-01	1.26E+00	6.37E+00	4.17E-01
13443	7.88E+01	4.17E+00	1.02E+00	3.21E+00	3.62E+01	9.52E-01	1.71E+00	6.67E-01	7.75E+00	1.16E+00	7.58E-01	6.55E+00	4.45E-01
13444	6.11E+01	3.13E+00	1.40E+00	1.79E+00	5.22E+01	1.16E+00	5.08E-01	8.10E-01	1.63E+00	9.76E-01	1.54E+00	3.83E+00	-2.53E-01
13445	9.12E+01	3.09E+00	1.29E+00	3.58E+00	3.18E+01	1.76E-01	1.91E+00	6.24E-01	7.11E+00	1.01E+00	5.99E-01	7.32E+00	3.73E-01
13446	9.93E+01	6.88E+00	9.57E-01	1.17E+00	4.00E+01	2.34E-01	2.22E+00	8.11E-01	5.39E+00	9.40E-01	1.66E+00	6.28E+00	-4.28E-01
13447	4.28E+01	4.11E+00	1.49E+00	1.11E+00	9.93E+00	5.45E-01	4.39E-01	1.12E+00	8.68E-01	1.07E+00	6.87E-01	7.27E+00	-6.65E-01
13448	5.97E+01	6.57E+00	1.17E+00	4.82E+00	3.33E+01	6.41E-01	2.82E+00	8.26E-01	2.80E+00	8.16E-01	8.77E-01	4.97E+00	-3.74E-02
13449	1.47E+01	1.06E+00	1.49E+00	3.57E+00	4.88E+01	1.96E+00	1.78E+00	1.42E+00	5.54E+00	1.00E+00	2.44E-01	4.80E+00	-3.84E-01
13450	7.75E+01	1.37E+00	1.01E+00	4.34E+00	8.47E+01	1.24E+00	2.80E+00	9.44E-01	5.36E+00	9.38E-01	7.73E-01	6.37E+00	-3.21E-01
13451	6.60E+01	1.83E+00	9.54E-01	4.69E+00	2.88E+01	1.33E+00	2.01E+00	9.35E-01	8.04E+00	1.04E+00	3.42E-01	2.17E+00	-3.61E-01
13452	5.67E+01	4.69E+00	9.64E-01	1.03E+00	1.60E+01	5.29E-01	2.55E+00	1.44E+00	4.45E+00	8.14E-01	1.35E+00	2.15E+00	-3.84E-01
13453	3.60E+01	1.81E+00	8.75E-01	9.01E-01	1.93E+01	4.83E-01	7.95E-02	1.17E+00	6.51E+00	1.08E+00	1.59E+00	9.29E-02	-3.92E-01
13454	8.98E+01	1.27E+00	8.97E-01	3.65E+00	7.56E+01	4.61E-01	3.30E+00	8.23E-01	8.74E+00	8.78E-01	8.27E-01	2.94E-01	-4.86E-01
13455	4.53E+01	1.53E+00	1.48E+00	4.52E+00	2.39E+01	1.52E+00	6.03E-01	1.39E+00	3.89E+00	1.16E+00	2.69E-01	2.66E+00	-4.34E-01
13456	4.64E+00	8.72E-01	1.50E+00	2.43E+00	3.47E+01	1.12E+00	3.40E-01	7.45E-01	7.24E+00	8.83E-01	1.59E+00	3.54E+00	4.76E-01
13457	6.01E+00	4.75E+00	1.21E+00	2.50E+00	5.70E+01	1.29E+00	2.67E+00	1.12E+00	7.57E+00	1.12E+00	2.36E-01	7.98E-01	-3.06E-01
13458	3.41E+01	1.12E+00	1.06E+00	7.83E-01	3.55E+01	6.00E-01	1.80E+00	1.28E+00	2.37E+00	9.36E-01	2.98E-01	2.69E+00	-6.83E-01
13459	3.81E+01	1.46E+00	8.66E-01	2.68E+00	3.84E+01	1.35E+00	1.60E+00	1.24E+00	9.17E+00	1.02E+00	1.42E+00	8.49E-01	-2.76E-01
13460	9.36E+01	5.34E+00	1.04E+00	5.74E-01	1.56E+01	1.35E+00	2.49E+00	1.04E+00	8.69E+00	1.12E+00	1.99E-01	1.89E+00	-4.75E-01
13461	4.78E+01	3.64E+00	1.50E+00	2.27E+00	5.64E+00	1.66E+00	1.68E+00	1.34E+00	6.89E+00	9.13E-01	5.87E-01	1.76E+00	-2.36E-01
13462	4.50E+01	4.13E+00	1.40E+00	2.74E+00	6.66E+01	1.25E+00	1.78E+00	1.06E+00	9.69E+00	1.09E+00	3.18E-01	1.73E+00	3.20E-02
13463	7.54E+01	1.20E+00	1.07E+00	2.13E+00	2.88E+01	1.55E+00	1.73E+00	1.36E+00	1.56E+00	9.99E-01	9.33E-01	5.43E+00	-5.71E-01
13464	3.45E+01	6.94E-01	1.20E+00	3.51E+00	6.02E+01	5.64E-01	1.56E+00	5.53E-01	8.48E+00	9.25E-01	9.94E-01	3.80E+00	4.85E-01
13465	9.35E+01	6.76E-01	8.76E-01	4.57E+00	8.01E+01	3.68E-01	4.50E-01	1.05E+00	3.41E+00	9.96E-01	1.54E+00	4.60E+00	-5.91E-01
13466	9.74E+01	3.02E+00	1.33E+00	4.19E+00	7.27E+01	5.95E-01	1.11E+00	1.16E+00	3.82E+00	9.63E-01	1.02E+00	1.34E+00	-4.16E-01
13467	5.84E+01	5.05E+00	1.32E+00	4.63E+00	1.90E+01	1.31E+00	1.80E+00	9.52E-01	9.39E-01	8.11E-01	1.46E+00	1.91E-01	-3.82E-01
13468	2.33E+00	1.18E-01	1.03E+00	9.84E-01	7.05E+01	5.04E-01	2.65E+00	1.18E+00	6.63E+00	1.01E+00	9.16E-01	2.88E+00	-3.43E-01
13469	8.24E+01	5.98E+00	8.58E-01	1.40E+00	2.41E+01	1.24E+00	1.25E+00	1.33E+00	3.24E+00	8.43E-01	1.28E+00	3.76E+00	-5.46E-01
13470	7.56E+01	2.09E+00	1.48E+00	4.28E+00	3.11E+01	1.64E+00	2.87E+00	8.34E-01	8.28E+00	8.63E-01	8.29E-01	3.94E+00	2.51E-01
13471	1.49E+01	4.74E+00	1.09E+00	4.96E+00	2.73E+01	1.15E+00	3.85E-01	7.96E-01	1.77E+00	1.15E+00	1.00E+00	6.13E+00	-7.81E-02
13472	4.02E+01	1.74E+00	9.68E-01	7.78E-01	7.69E+01	1.43E+00	1.50E+00	1.09E+00	5.47E+00	9.99E-01	1.35E+00	5.79E+00	-7.62E-01
13473	1.14E+01	1.26E+00	1.24E+00	2.44E+00	2.74E+01	7.19E-01	3.13E+00	5.30E-01	6.41E+00	1.16E+00	1.47E+00	6.99E+00	5.03E-01
13474	9.96E+01	5.75E+00	1.04E+00	2.92E+00	2.98E+01	2.44E-01	1.08E+00	9.12E-01	2.87E+00	1.17E+00	1.43E+00	4.10E+00	-2.83E-01
13475	2.85E+01	5.61E+00	1.22E+00	4.65E+00	6.77E+01	9.19E-01	2.90E+00	8.93E-01	1.92E+00	8.61E-01	1.57E+00	5.74E-01	-3.45E-01
13476	8.77E+01	1.49E-01	1.07E+00	4.27E+00	2.96E+01	1.43E+00	1.89E+00	7.92E-01	5.16E+00	1.15E+00	1.41E+00	5.96E+00	-1.89E-01
13477	8.72E+01	1.22E+00	1.45E+00	7.53E-01	3.15E+01	1.70E+00	4.28E-01	6.92E-01	8.62E+00	9.95E-01	2.11E-01	1.20E+00	-2.08E-01
13478	1.99E+01	4.30E+00	1.13E+00	3.69E+00	4.83E+01	5.73E-01	1.73E+00	9.84E-01	4.38E+00	1.10E+00	1.31E+00	3.83E+00	-2.30E-01
13479	1.60E+01	6.05E+00	1.06E+00	3.70E+00	8.75E+01	1.90E+00	2.38E+00	1.05E+00	4.33E+00	1.19E+00	7.28E-01	4.93E+00	-2.68E-01
13480	9.29E+01	5.88E-01	1.40E+00	4.06E+00	5.61E+01	1.76E+00	3.16E+00	1.26E+00	4.79E+00	9.59E-01	8.71E-01	7.05E+00	-4.97E-01
13481	6.76E+01	7.09E+00	1.12E+00	9.87E-01	7.27E+01	4.26E-01	2.09E+00	1.03E+00	8.06E+00	1.00E+00	4.26E-01	6.05E+00	-4.23E-01
13482	6.91E+01	2.47E+00	1.31E+00	6.39E-01	4.18E+01	1.32E+00	2.29E+00	8.47E-01	7.30E+00	1.01E+00	3.72E-01	2.16E+00	-3.60E-01
13483	4.12E+01	6.70E-01	8.57E-01	4.48E+00	4.81E+01	1.04E+00	2.81E+00	6.57E-01	5.11E+00	9.13E-01	5.64E-01	1.75E+00	-1.60E-01
13484	4.89E+01	6.39E+00	1.34E+00	1.82E+00	4.03E+01	1.87E+00	3.79E-01	5.93E-01	2.79E+00	1.13E+00	3.53E-01	5.10E+00	1.63E-01
13485	5.62E+00	3.51E+00	1.43E+00	3.03E+00	7.68E+01	3.37E-01	2.65E+00	7.57E-01	6.00E-01	1.02E+00	9.90E-01	3.37E+00	-1.86E-02
13486	4.88E+01	4.77E+00	1.20E+00	3.92E+00	4.84E+01	1.35E+00	1.50E+00	1.46E+00	4.86E+00	9.94E-01	4.10E-01	6.09E+00	-2.35E-01
13487	7.12E+01	4.36E+00	1.32E+00	3.93E+00	1.59E+01	5.79E-01	7.20E-01	1.15E+00	9.44E+00	1.10E+00	7.75E-01	3.18E+00	-1.17E-01
13488	2.82E+01	4.51E+00	9.97E-01	6.69E-01	8.59E+01	5.23E-02	2.04E+00	5.08E-01	6.78E+00	1.20E+00	1.66E+00	6.98E+00	9.42E-02
13489	4.32E+01	6.14E+00	1.09E+00	4.61E+00	3.41E+01	1.11E+00	2.46E+00	5.01E-01	2.11E+00	9.28E-01	1.54E+00	2.94E+00	7.18E-01
13490	5.44E+01	4.15E+00	1.26E+00	1.64E+00	1.27E+01	9.16E-01	2.43E+00	1.34E+00	6.61E-01	9.85E-01	1.07E+00	1.63E+00	-3.91E-01
13491	7.44E+01	5.86E+00	1.41E+00	3.60E+00	5.78E+01	5.49E-01	3.87E-01	5.09E-01	1.31E+00	1.00E+00	1.55E+00	3.44E+00	4.51E-01
13492	5.15E+00	4.76E+00	1.14E+00	1.64E+00	9.80E+01	7.76E-01	2.16E+00	1.02E+00	9.57E+00	9.16E-01	1.33E+00	6.62E-01	-4.13E-01
13493	7.43E+01	3.66E+00	1.45E+00	4.10E+00	9.68E+01	1.05E+00	5.44E-02	1.21E+00	3.45E+00	1.15E+00	7.67E-01	6.75E+00	-3.87E-01
13494	1.44E+01	3.73E+00	1.45E+00	1.70E+00	1.77E+00	1.70E+00	2.43E+00	5.69E-01	5.13E+00	8.77E-01	6.52E-01	3.62E+00	8.10E-01
13495	5.67E+01	8.73E-01	9.90E-01	3.81E+00	9.86E+01	1.61E+00	1.89E+00	6.47E-01	6.47E+00	1.17E+00	1.45E+00	3.85E+00	2.05E-01
13496	8.64E+01	4.12E+00	8.73E-01	1.81E+00	5.45E+01	9.03E-01	3.20E+00	1.33E+00	8.08E-01	8.85E-01	1.46E+00	6.85E+00	-5.71E-01
13497	2.29E+01	3.46E+00	1.46E+00	4.57E+00	4.76E+01	1.87E+00	2.84E+00	5.44E-01	5.80E-01	8.38E-01	1.34E+00	3.08E-01	-4.00E-02
13498	8.95E+01	2.53E+00	9.48E-01	2.93E+00	2.61E+01	9.72E-02	1.96E-01	6.25E-01	6.13E+00	8.52E-01	7.92E-01	1.18E+00	-1.71E-01
13499	5.75E+01	2.74E+00	1.49E+00	3.41E+00	5.88E+01	1.70E+00	1.92E+00	1.32E+00	3.30E+00	1.01E+00	1.25E+00	5.90E+00	-4.91E-01
13500	2.98E+01	5.81E+00	1.12E+00	3.35E+00	3.54E+01	8.18E-01	4.87E-02	5.98E-01	8.27E+00	1.16E+00	1.65E+00	2.65E+00	9.39E-01
13501	2.54E+01	5.55E+00	1.28E+00	2.12E+00	2.94E+01	2.34E-01	4.70E-01	1.43E+00	8.76E+00	1.00E+00	1.18E+00	1.11E-01	1.96E-02
